Company,Ticker,Sector,Industry,Market_Cap,Revenue_2023,Revenue_2022,Revenue_2021,EBITDA_2023,EBITDA_2022,EBITDA_2021,NetIncome_2023,NetIncome_2022,NetIncome_2021,TotalAssets,TotalDebt,TotalEquity,Cash,Employees,Founded,Headquarters,EBITDA_Margin_2023,Net_Margin_2023,Revenue_Growth_YoY,Debt_to_Equity,ROE,ROA,Current_Ratio,PE_Ratio
Company_021,VAA,Energy,Oil & Gas,75699.74453438356,1120.9263014757328,8132.720869448143,4091.4937423380716,1654.650357554406,582.888785844795,1433.8819333089587,328.1218466075794,-89.16234851970164,714.8437787773373,5473.047162520545,6454.341388049256,28526.828027998745,4755.505377340903,5536,1965,Austin,147.61455372900159,29.272383579152105,-86.21708134990013,0.22625513715420434,1.1502219815169485,5.995231483743819,0.7292603681462027,32.109841665550356
Company_022,WAA,Retail,Biotech,22060.061607398668,9467.325974528734,7053.534849193703,996.3703559378393,1862.5489203177121,1753.9042932765942,1593.5306748282233,-38.541729854914955,637.0355567910088,391.32419314849005,35585.74271005603,19376.173685085283,20796.885300163653,4192.971177475,7106,1956,Seattle,19.67344237780327,-0.4071025964312324,34.22101367530571,0.9316863273238715,-0.1853245296044964,-0.10830666137543789,2.2524228286478,
Company_023,XAA,Healthcare,Software,82364.14586974526,7091.798048849312,824.0041477129079,770.2179412730161,1973.412761217339,679.9447244034553,599.3210138363565,794.0795239832528,847.2485773838587,787.4009574405839,37915.53107768814,7587.565752065224,2963.2711426107285,3896.877233840812,38119,1988,Boston,27.82669144868751,11.19715364867302,760.6507708162864,2.5605371182403367,26.797396720289505,2.0943383922440653,1.1218103860757198,19.861363805859433
Company_024,YAA,Manufacturing,Biotech,26114.535213440737,4111.500659136029,5186.109924324594,5953.69350119428,1536.7177576860577,1482.7947298592808,1193.2965345398438,649.1433698065999,137.50647129246994,260.2006035848224,24408.029653131154,1749.5373016977492,16086.91857826767,2209.862366452452,2155,1993,Austin,37.37607956528885,15.788477824128766,-20.72091183698764,0.10875527797233056,4.035225059717455,2.659548431527431,2.9246970667690975,6.9421960377759255
Company_025,ZAA,Energy,Renewable Energy,53242.40979954368,9930.351481581074,756.7894261450499,4475.448846770434,1938.9120458820069,946.3451410645664,1010.7438346350674,665.3235578830789,354.5410647677732,464.80227207565713,29631.401284231913,18033.044408770682,1840.6682200730072,1440.76778848154,11025,1965,Miami,19.525109956866306,6.699899385405727,1212.168370555137,9.797009701213524,36.145762208937896,2.245332751904396,1.4863044965203247,9.804022967114797
Company_026,ABA,Energy,Renewable Energy,17798.310485660986,6503.798780520366,3555.5886175098626,1912.2184910691024,539.2164706788355,655.0177204174302,423.3202819382777,398.5649315117141,-67.68404889034954,151.78715645205114,21149.129322737124,12095.359452263641,8493.250454196332,709.266369857561,45495,2018,Los Angeles,8.29079264096933,6.128186694604736,82.91763981051515,1.4241143031744208,4.692725519648273,1.8845453419362408,2.7979413795888988,8.723678901588777
Company_027,BBA,Manufacturing,Hardware,55607.199381862934,1731.8591852563093,3760.170537609785,6243.058041508282,965.9364629140458,1773.6620306912528,609.0149622013258,724.5361299736793,292.9894489788591,646.247798635863,28884.991989121634,1363.8854088410267,1586.2450952617457,712.5679880631343,454,2004,Seattle,55.77453820364099,41.8357413894739,-53.942004280550684,0.8598200952142092,45.676177794839695,2.508348038478067,2.2292859929222804,29.04558237632584
Company_028,CBA,Energy,E-commerce,91403.40947350665,5892.980370022173,6562.475512239448,6080.941496135401,761.922593058815,441.541849870041,336.0220723253746,176.58668346297827,174.73179702590875,86.5048841072508,44032.81270648042,15164.28273022735,1883.4457998409875,1379.9287860252714,14539,1983,Seattle,12.929325149880794,2.9965598453590956,-10.20186880649875,8.05135073783786,9.375724190092798,0.4010343028506775,2.4307959793390985,28.407357550039702
Company_029,DBA,Retail,Software,55638.77703867407,5653.285918200324,7902.217063659271,3287.5146430779364,276.69030461677505,61.520990600876765,1210.6682365210543,582.3405064888111,604.0797680992235,91.66774535801966,7682.202303751718,389.4388467908504,10842.332984794612,2970.092549930434,6991,2000,Los Angeles,4.8943270979094065,10.300920825780457,-28.459495953374088,0.03591836252741942,5.370988949569164,7.580384939933389,2.3159925816255704,29.63508381046002
Company_030,EBA,Technology,Renewable Energy,91136.65656192403,3049.7985702653095,4760.060256533599,5611.370784798361,1594.9788335910157,832.2307862236487,1348.9253498797484,745.8095154469372,-33.764022148134146,-58.72486023583035,31419.478536682473,7013.526823685743,6669.358336816168,2919.267175635105,45052,1972,Los Angeles,52.29784186869314,24.454386027928965,-35.929412530457064,1.0516044377117506,11.182627739911982,2.3737170385440964,1.9619152648728841,23.013522000962663
Company_031,FBA,Consumer Goods,Renewable Energy,18826.659962580554,6995.364515648082,3763.7848077820004,7007.109078349895,1035.3197491797796,1751.8675251934867,967.0772789101268,146.23397249695265,721.7906368444492,210.57436504014805,18033.34150965149,732.9131615547861,16687.101621618553,2695.396343475989,16957,1995,San Francisco,14.800082924397302,2.0904410652202428,85.8598424964272,0.043920938349490186,0.8763293699098885,0.8109089068084684,0.8218709957491097,19.854478098956996
Company_032,GBA,Finance,Software,10136.768036645863,4863.339401157303,6221.283982155139,4142.090407023364,322.3855886052255,685.3418777833099,14.12608876999803,855.1312177391455,-15.482992319318072,437.55027402988753,49326.59279747394,10778.153855147917,27759.23189366928,1218.7768389311514,28749,1951,Austin,6.628893482706741,17.583210777673763,-21.82740066026411,0.3882727698098146,3.0805291047486265,1.7336109575825753,0.6558534062781036,11.6482591357802
Company_033,HBA,Finance,Oil & Gas,69029.38503492977,8459.962659072924,6771.584464876428,340.7300065953939,1735.7578123386993,643.9225407196946,641.4904936814912,15.356083185728991,637.4052060938191,64.05549062836226,28634.289508922982,16830.128718970827,3131.5276970056575,2699.9110418768414,4682,1966,Austin,20.517322384126345,0.18151478682072306,24.93328116859437,5.374414773678568,0.4903703454519134,0.05362830176367305,1.9839811338851217,35.55960436150203
Company_034,IBA,Finance,Software,50345.77769397667,960.5108520654945,4880.248222185075,4736.044832364945,1493.4245536268168,782.6705877511262,212.85268144494637,212.1534963785969,263.0822963986351,481.32551719844105,28968.136928776683,7186.32484536714,29602.199839392903,3048.5853558165913,27335,1970,Seattle,155.48231968596065,22.087568914227194,-80.31840168089981,0.24276320288210448,0.7166815220815963,0.7323684533120443,1.4133920491851442,26.951441036393206
Company_035,JBA,Manufacturing,Biotech,9700.874829474244,8078.06237873732,595.3160552770805,6754.280878855635,112.75460097028055,42.654041756766276,1118.1687251626101,996.9810882452339,796.6102629740208,418.3985760250939,45952.38504119105,205.4701273123478,29264.481306881706,2479.206457330983,47127,2000,Seattle,1.3958124570449926,12.341834483346387,1256.9367577324138,0.007021143657312333,3.4067956913037385,2.1695959575363815,2.8234399728189645,30.05433018562684
Company_036,KBA,Consumer Goods,Hardware,28717.930272368132,7717.980038600175,1764.689362161958,2657.065967593525,856.6185128466694,918.6225778451745,395.43147453997756,26.32050721312389,510.62004244163256,159.76749791623018,29480.672849708,3171.818033956626,14693.633004717116,2686.31769113035,20178,1955,San Francisco,11.098998812674255,0.34102844373121355,337.3562964727523,0.2158634309798246,0.17912865527997182,0.08928055118451812,1.6356699305477491,29.687140307216893
Company_037,LBA,Healthcare,Banking,20971.31577069335,6877.2583240103495,882.0261900596456,1196.715710191961,15.394689834516043,218.88595481360957,762.3342596725087,566.7120691614225,694.2894499664625,-3.970674897907543,42685.64554080628,14944.893058419491,12551.289641609548,4668.043432144776,36348,1958,San Francisco,0.22384923045233102,8.24037781426472,679.7113511499342,1.1907057748770902,4.51517003705086,1.32764085439369,0.9530826654141504,7.992332031504987
Company_038,MBA,Consumer Goods,Renewable Energy,57872.838204811276,8434.104889906894,1343.9741519739764,6382.611763693132,411.2383668950116,302.94413772961104,271.1826187102788,796.0321922545203,565.1972206962001,370.7588822922074,18582.693722051623,17556.290762180855,12077.130668967744,4092.1672253843067,9560,1963,Miami,4.875898180815147,9.438253408576093,527.5496353496986,1.4536806169773293,6.591236064870356,4.283728743319321,1.656699464174016,18.562004337386394
Company_039,NBA,Real Estate,Oil & Gas,50769.318619155434,2398.9056819534912,8106.213702143659,3132.7406488483703,1091.6701936168372,1632.585078626539,1002.5384135032474,28.58784477920048,839.8321236134751,464.9372477642761,17410.37511819722,2871.5142460014063,23923.74308347373,3119.360141846142,25103,1976,Chicago,45.507007708942595,1.1917035752702314,-70.4065822824396,0.12002779982974394,0.11949570215435334,0.1642000507462969,2.994231539809608,38.85814040174702
Company_040,OBA,Energy,Insurance,78078.62196602435,1516.9670569298492,1920.4468792082232,5741.106249566552,993.0231593904167,1360.7971724296087,173.63648888319057,490.12948663305417,278.8215655569157,311.3001973535105,30593.935731553112,10095.53811450435,16425.888794828683,2457.4695358782587,18805,1994,San Francisco,65.46108927376254,32.30983061853793,-21.009684081692686,0.6146113760177593,2.9838841158315907,1.6020478402442293,0.5305076807951112,31.929921554235214
Company_041,PBA,Retail,Banking,71901.72839856226,6030.390711295532,7458.509567500797,7676.690877055819,691.6232717853013,416.9582596236768,683.5190112485678,216.72257812329872,514.9502631526544,720.6671679586682,7816.693513010032,2105.812600016141,8052.458189683035,3644.173151008884,27356,2017,Austin,11.468962873165431,3.5938397443693892,-19.147509878220884,0.26151177074277127,2.6913840844398034,2.772560773459874,2.8062484529432394,36.82573854410293
Company_042,QBA,Healthcare,Software,58052.54765651451,6106.478959190274,3874.7629745912354,5917.909461435311,1869.3903593903397,1666.7676381031297,726.83460053257,24.56185042483078,884.8411989623346,655.0082778013407,7108.4713789600755,18424.75346408571,26161.942680832784,2618.248382774057,2758,1996,New York,30.613228537812287,0.40222607150500544,57.59619360548037,0.7042578484656787,0.09388389357960679,0.3455292863319374,2.360624129608222,14.251091376903688
Company_043,RBA,Technology,Insurance,60768.43164128376,1231.2462705513087,3789.0907994122863,6921.79331084236,1846.6908612789848,843.6032189506756,774.530795161627,910.3001974332312,487.0682241365672,-70.43799678090548,45724.72368107731,5039.706210867323,17540.142645700642,869.2909212684704,20006,1982,New York,149.98549887603733,73.9332349023588,-67.50549575791945,0.287324129151403,5.1898106863820725,1.99082711528763,2.451239268865219,17.491422768323815
Company_044,SBA,Healthcare,Banking,22055.3976497814,5200.219455827445,8782.317709576531,3726.0130053344033,1119.0376840911954,1550.5313120244139,860.7608531045172,102.9091585607417,199.59591176647706,178.94323364174983,20468.587657422297,8593.099216201314,24093.56965119095,1779.4656452941983,2767,1978,New York,21.51904729399804,1.9789387627751005,-40.78761862421633,0.35665529602320906,0.42712292138767777,0.5027662889257769,0.5913741696202373,26.243012529949965
Company_045,TBA,Consumer Goods,Biotech,7505.155303406885,7777.723405280604,4134.270629257446,4242.683127687882,887.117866407074,727.3658789668335,899.8281267800664,70.76427052378375,81.92813049527112,675.6070589121656,47359.657644548,7528.855393967084,8486.967857734835,3237.797739033128,47240,2004,Chicago,11.405880875177106,0.909832695718378,88.1280666591862,0.8871078010629498,0.83379920496919,0.1494188810546228,2.5994721486414263,44.014719200518556
Company_046,UBA,Consumer Goods,Software,55620.536930674636,2613.496784028712,1845.40658727173,4093.5122449376668,1194.147469603837,617.2955301541818,915.4151932439655,876.2065307648533,456.7215847833661,548.7317866794559,40460.433400537346,19775.70276091331,18294.323364220898,4043.9082373648007,12225,2017,Chicago,45.69156070523475,33.52621423218966,41.62173268778322,1.0809748120878644,4.7894995257298945,2.1655885939007677,2.1702128414266153,14.224293293711943
Company_047,VBA,Real Estate,Oil & Gas,89737.24603359085,228.71904275628674,861.0259246047659,1742.3014156536158,62.79908570890123,334.76942881073717,937.0360819418106,363.56700565174776,792.6717110769748,635.6992055645968,17749.05023319592,5262.526325282721,11700.926040934373,2971.959965448298,14646,1986,Seattle,27.45686802118058,158.95790803879382,-73.43645107302955,0.4497529774030162,3.1071643763908043,2.0483744249693485,2.4345863080033507,21.324105259967546
Company_048,WBA,Energy,Banking,22731.54198301491,9748.017925468812,7039.853095613474,1002.479614771135,1135.8954737334554,1773.8074889127051,758.9940697831648,100.31785270374158,384.7783671503462,361.2118902937294,37342.660267204614,14007.032477901997,12375.226286110927,1129.214382095728,17735,1953,San Francisco,11.652578836213278,1.029110260883286,38.469053161674545,1.131860715437785,0.8106344917210218,0.26864141972189265,1.8142254557567146,12.725567863173659
Company_049,XBA,Real Estate,Insurance,2820.6769781992066,9151.55818494894,1147.9846377222561,4654.480156562603,555.3698891675399,1001.9786245032702,1045.758417479464,812.7159840779218,106.42127176060322,-90.10375420736757,7707.395873371556,18010.37097277729,26279.7572880942,3007.194855743026,31037,2002,Los Angeles,6.068582835226092,8.88062958955504,697.1847256690444,0.6853324699820087,3.092555137280949,10.544624895754886,1.9332359454485015,42.71481334302331
Company_050,YBA,Energy,Banking,77320.22632936278,4278.156989551805,3249.4552513951203,7673.154700774442,376.8981321511368,171.7031594339181,1235.8676216014107,-24.92532411049926,737.0789907030294,293.47405672151916,45860.17018730379,14458.503936325922,18506.93767673475,4749.06864543594,23200,1973,Seattle,8.809824722926354,-0.5826182669633759,31.657667472571667,0.7812477779347498,-0.1346809750261013,-0.05435070129198897,0.8375031935530173,
Company_051,ZBA,Consumer Goods,Software,27721.211016827296,5444.443511191115,1541.923513235103,6748.084316449343,1694.351620135969,1719.8729997750274,255.92870400434558,585.6658059954898,374.2373087003696,209.9453588398099,18225.467895576723,8314.59165707437,21295.303715824113,3011.5159884273653,45130,1988,Boston,31.120749377842017,10.757128892817917,253.09426599041558,0.39044250169092276,2.750211097296036,3.2134472999600163,2.547755794185499,40.97371455360407
Company_052,ACA,Retail,Biotech,27942.368585766308,5943.283602003962,3312.6676827662386,823.4983792804098,1835.4540151698632,254.9053493449409,1520.8773925750759,390.6063502537513,85.13292883861965,387.7108526405223,43774.345957944,14671.275239550267,24293.553861912766,3310.977665218051,2471,2019,Miami,30.882827374264675,6.572231386064872,79.41080033240857,0.6039163855129394,1.6078600622782522,0.8923179586258686,1.124170022147965,27.02412336394132
Company_053,BCA,Real Estate,Biotech,98779.13279166806,9446.187462897471,450.8986211797025,5674.043862873938,1851.244151657175,333.22986777792704,913.0329165786809,907.037127346846,-66.05402141420116,527.6782405221559,15570.101361254987,18495.484287992957,29146.21823237835,4724.119121111498,6787,1988,Boston,19.597791796197686,9.602150400989675,1994.969250112823,0.6345757840873654,3.112023385384606,5.825505603990087,1.2977511831081392,42.30119633678048
Company_054,CCA,Technology,E-commerce,60030.71796972325,2377.0874891482604,1173.0452834177813,707.9302928707523,1395.6146639974982,618.3761851448384,1162.3791667307307,-28.108025121163394,215.29033783061033,385.54216313780347,39745.435077109214,6443.174808348192,18963.79560489177,4435.589853769126,13787,2015,Los Angeles,58.71111897936765,-1.1824564829641524,102.64243186097515,0.33976187798006824,-0.14821940558098423,-0.07072013444218601,1.6548571264389689,
Company_055,DCA,Healthcare,E-commerce,1023.5148340125734,1936.1818048095524,3517.278620285559,7467.460284459497,149.35911443746735,26.978926195011553,93.76729920379346,-2.6022483250200423,-62.40322679373913,331.8031941708543,29457.10315413906,5506.570724273181,12249.47782728125,503.91170880157915,24624,1954,New York,7.714105879233727,-0.13440103189462654,-44.95227663674939,0.4495351395313604,-0.02124374901291288,-0.008834026589116237,1.0969428644207557,
Company_056,ECA,Finance,Insurance,36107.59360643688,2943.666017375409,2737.142272058312,1945.5012332942886,93.76544737636014,41.994343172810716,1580.4785996802902,370.55044710944856,284.32664715968167,511.6825544237629,11694.440505388144,19004.227560609484,23697.177925258784,492.5844614456846,37623,1988,Miami,3.185329002097935,12.588060089773148,7.5452323916576205,0.8019616352862384,1.563690192470047,3.168603465370743,2.710497445328757,32.03593008989891
Company_057,FCA,Manufacturing,Insurance,98929.30607152253,7459.192946646879,678.3790443977568,3272.483867761351,1677.2732132136584,422.718860490984,1330.721603223493,32.37263823849554,-53.054642852186994,245.68155034212464,2799.8649339040676,19149.67823336818,24873.06802592199,4013.8099512928816,8295,1996,Los Angeles,22.485987763161976,0.43399652576419767,999.5612273473029,0.7698961066407626,0.13015136775550853,1.1562214250583822,2.7094647124085642,46.74885274378458
Company_058,GCA,Healthcare,Software,18215.629672729243,4022.795987136322,6848.322433766412,5598.562882624959,316.25285361631154,1470.341293733206,366.86050922029045,146.1993763048854,436.9744228934136,433.6459413575328,29424.224184052746,1920.588064215322,26385.09544759622,1364.720210814095,32334,1958,Boston,7.861518571351667,3.63427269919694,-41.25866551928863,0.07279064303670331,0.5540983416006733,0.4968673953487688,2.8891287455743835,43.795742776945275
Company_059,HCA,Technology,Oil & Gas,65868.95608326315,5553.487969030479,874.1821632115502,3326.7803832585196,751.6501488545048,474.9592729309839,1160.2379807648501,445.46330858664794,-18.953784092352066,98.16488175483019,34479.6794193202,1615.0041038569736,25610.603964438676,2500.975308719173,47377,2011,Austin,13.534739843610879,8.021324815517993,535.2781151045457,0.06305997726955093,1.7393705716787902,1.2919589627536934,2.76628429861145,30.709352386380836
Company_060,ICA,Consumer Goods,Hardware,54834.11189174253,8658.47951504275,6631.798278687946,4217.956466225278,1737.6400000625783,449.0611027370489,260.1716489270163,76.44011586307931,234.0088787452379,114.82102817091575,46574.427174977194,2206.0984671888214,21120.226772167836,986.6466219357792,48924,1994,San Francisco,20.068650587481336,0.8828353261132812,30.56005552623307,0.10445429828888061,0.3619284806345538,0.16412465058539227,1.663675021924959,44.55821661026592
Company_061,JCA,Healthcare,Hardware,82174.74482340191,2363.389099096743,8187.441652497374,108.84888069286495,1116.8016527291163,1364.3780887750331,421.31444580967366,112.44615104602238,-15.90177553201535,193.79021885296368,28432.371303132644,2405.2927499271273,11612.513178610563,94.90840303098857,1057,2019,Boston,47.25424404961264,4.75783488588476,-71.13397323111487,0.20712938818080381,0.9683188239832555,0.3954863625238082,2.40256975625507,29.356996040424963
Company_062,KCA,Consumer Goods,Hardware,34845.344437829925,6362.956742026086,8395.050139039155,909.8268511263661,1875.0846896005378,1241.3154429184558,117.86092397722332,231.0599236414979,608.1720886452816,-39.384458678105474,29526.35254863739,6983.072833363839,18817.007774140573,276.4230673719386,2403,1963,Miami,29.468763746513783,3.6313294747926266,-24.205851821697983,0.3711043178161612,1.2279312758696623,0.7825549168692056,2.190130642966886,25.068123815464467
Company_063,LCA,Finance,Biotech,59845.19006362599,3897.7613780156557,684.0726867087152,6589.952284518784,749.9487231850619,1475.6263016091978,411.4889120045277,-98.86757216980327,58.93828327675652,321.6854750917259,47270.878112933664,2133.653031905008,25699.188346616196,2658.7692762487172,35662,1978,Boston,19.24049859529522,-2.536521930958652,469.7876049939939,0.08302414080660821,-0.3847108742748334,-0.209151122459797,1.051924031971901,
