CustomerID,CompanyName,Industry,Size,AnnualRevenue,EmployeeCount,Founded,ContractValue,ContractLength,ContractStartDate,AccountManager,SatisfactionScore,NPS_Score,Support_Tickets,ChurnRisk,PaymentTerms,Location,Revenue_per_Employee,Contract_Monthly_Value
CUST0022,Client_Corp_0022,Manufacturing,Medium,6338.385134694484,21413,1981,4398.507112461459,36,2023-04-24,AM015,3.7159287723576195,94,26,Low,Net 60,London,296006.4042728475,122.1807531239294
CUST0023,Client_Corp_0023,Finance,Enterprise,2566.6768762974257,8478,1983,4911.359296842304,12,2023-12-12,AM020,3.7477690324446433,74,24,High,Net 60,Singapore,302745.56219596905,409.2799414035253
CUST0024,Client_Corp_0024,Finance,Large,2711.9158674207774,70758,1985,1458.3993743834146,24,2023-09-20,AM019,4.665853858105134,-72,33,Low,Net 30,Tokyo,38326.63257046238,60.76664059930894
CUST0025,Client_Corp_0025,Government,Enterprise,6578.115558235964,13046,2007,1179.505051541243,24,2023-11-24,AM002,3.2358062150619533,33,2,Low,Net 60,Singapore,504224.70935428207,49.14604381421845
CUST0026,Client_Corp_0026,Education,Enterprise,977.0211923117372,57764,2006,1645.182086150106,36,2023-04-24,AM001,3.7858160907033684,-5,10,Low,Immediate,New York,16914.015516787917,45.6995023930585
CUST0027,Client_Corp_0027,Education,Large,5217.388805954996,33948,2012,4010.872457164261,6,2023-07-15,AM005,4.58712349193719,68,24,Low,Net 60,New York,153687.66366074572,668.4787428607102
CUST0028,Client_Corp_0028,Retail,Small,4979.281534790419,22425,2015,2187.265592149794,24,2023-08-21,AM006,3.686500745141879,94,35,Low,Net 45,Berlin,222041.54001295066,91.13606633957475
CUST0029,Client_Corp_0029,Healthcare,Enterprise,3384.938089110372,52989,1972,3537.8459600017864,24,2023-02-19,AM014,3.7609633575770447,-33,8,Low,Net 45,New York,63880.014514528906,147.41024833340776
CUST0030,Client_Corp_0030,Finance,Enterprise,202.38903790256546,47228,2005,1037.1367776297188,6,2023-06-17,AM004,3.20179443446185,-83,38,Low,Immediate,Sydney,4285.361181980296,172.85612960495314
CUST0031,Client_Corp_0031,Retail,Large,5221.905039300023,9901,1976,4588.712138994668,6,2023-11-28,AM018,4.761512712510411,-47,28,Low,Net 45,Berlin,527411.8815574208,764.7853564991113
CUST0032,Client_Corp_0032,Government,Small,6123.90108498332,91933,1999,2554.527497356672,36,2023-03-06,AM016,3.3839410983470186,-72,10,Low,Immediate,San Francisco,66612.65361712682,70.95909714879645
CUST0033,Client_Corp_0033,Manufacturing,Medium,6539.761131331108,77842,2007,2523.971223668825,12,2023-06-15,AM014,3.9782929095784203,51,17,Low,Net 45,Sydney,84013.2721581037,210.33093530573544
CUST0034,Client_Corp_0034,Manufacturing,Small,8232.862210949417,62537,2018,765.3554935285368,12,2023-04-07,AM012,4.173548247288373,41,21,High,Net 60,Sydney,131647.85984216412,63.7796244607114
CUST0035,Client_Corp_0035,Retail,Small,880.69746660213,78708,2018,2625.377612685241,12,2023-03-28,AM014,4.974287367508936,86,4,Low,Immediate,New York,11189.42758807402,218.78146772377008
CUST0036,Client_Corp_0036,Education,Medium,374.3685306043553,40198,2005,3769.685436233251,24,2023-02-06,AM008,3.3511449657728987,88,15,Low,Immediate,Sydney,9313.113354006551,157.0702265097188
CUST0037,Client_Corp_0037,Technology,Large,4.310629099481039,50607,1976,170.54691222407695,24,2023-02-02,AM012,4.936003529088819,-8,12,Low,Net 30,New York,85.1785148197095,7.106121342669873
CUST0038,Client_Corp_0038,Healthcare,Enterprise,2660.7755447088675,28800,1978,1671.643551604987,24,2023-04-02,AM012,3.22961977430396,57,43,Medium,Net 60,Tokyo,92388.03974683568,69.65181465020778
CUST0039,Client_Corp_0039,Technology,Large,6375.994207475553,70018,1991,4499.561568985804,24,2023-11-04,AM007,4.264244275064641,-57,7,Medium,Net 60,Tokyo,91062.21553708408,187.48173204107516
CUST0040,Client_Corp_0040,Retail,Large,6104.6388782004715,88829,1990,1045.1158550556388,12,2023-11-02,AM015,4.71763592673124,54,20,Low,Net 30,New York,68723.48983102896,87.09298792130323
CUST0041,Client_Corp_0041,Technology,Medium,4544.65530647823,24042,2014,4362.166255441926,12,2023-02-07,AM004,3.3511934931530654,-60,12,Low,Net 30,Sydney,189029.83555770028,363.51385462016054
CUST0042,Client_Corp_0042,Finance,Large,275.4625495423436,21891,2015,4414.481819701324,6,2023-11-16,AM018,3.2909525956001398,-80,48,Low,Immediate,Berlin,12583.369857125925,735.7469699502207
CUST0043,Client_Corp_0043,Education,Small,4507.932875876581,29698,1980,1791.696138036934,24,2023-05-25,AM018,4.976987306207278,91,28,Low,Net 60,Tokyo,151792.47342839857,74.65400575153892
CUST0044,Client_Corp_0044,Finance,Enterprise,5600.224675925262,16685,1986,2797.0561043052726,36,2023-02-13,AM013,3.74592329838001,39,14,Low,Net 60,Singapore,335644.27185647364,77.69600289736869
CUST0045,Client_Corp_0045,Healthcare,Enterprise,5665.193161479367,21645,2013,3137.9513268241467,6,2023-05-05,AM015,4.089165816028425,89,6,Low,Immediate,Sydney,261732.18579253252,522.9918878040245
CUST0046,Client_Corp_0046,Education,Large,2590.4898946500703,9418,1980,3558.962260529335,12,2023-07-27,AM019,4.900045518199315,-6,4,Low,Net 60,Singapore,275057.32582820876,296.5801883774446
CUST0047,Client_Corp_0047,Retail,Small,8298.678921633329,925,2016,4426.931842007847,12,2023-08-20,AM017,4.330431244064819,95,3,Medium,Net 60,Tokyo,8971544.78014414,368.91098683398724
CUST0048,Client_Corp_0048,Government,Medium,5187.129261354009,5638,2001,2602.1156377059538,12,2023-11-17,AM011,3.9684538745212237,70,5,Low,Net 45,London,920030.0215243009,216.84296980882948
CUST0049,Client_Corp_0049,Technology,Enterprise,6018.497424849124,51109,2009,1921.4985894285612,6,2023-11-06,AM011,3.472242363183889,-53,5,Low,Net 45,Singapore,117758.07440664314,320.2497649047602
CUST0050,Client_Corp_0050,Education,Large,5338.349637076945,9100,1998,639.5748767609319,36,2023-01-07,AM005,3.3962825493828053,-37,4,Low,Immediate,Sydney,586631.8282502138,17.765968798914777
CUST0051,Client_Corp_0051,Healthcare,Medium,3030.0718019818255,50706,2016,1821.8756443845823,36,2023-10-16,AM002,4.015119382866604,5,39,Medium,Net 30,San Francisco,59757.657909948044,50.607656788460616
CUST0052,Client_Corp_0052,Government,Enterprise,4795.434772151758,21747,2013,4921.946894739941,36,2023-01-16,AM016,3.2505860368622086,-53,48,Low,Immediate,Singapore,220510.17483569036,136.72074707610946
CUST0053,Client_Corp_0053,Healthcare,Medium,9246.42525325721,21032,1986,2860.941546718886,24,2023-01-12,AM015,3.004317502077834,-91,39,Low,Net 60,Sydney,439636.04285171215,119.20589777995359
CUST0054,Client_Corp_0054,Government,Small,9238.424866663128,14141,1979,1574.763604898315,6,2023-11-19,AM011,3.6204433931272373,24,30,Low,Immediate,Singapore,653307.7481552315,262.4606008163858
CUST0055,Client_Corp_0055,Retail,Enterprise,1020.5964309900883,64258,2016,3950.6274981466986,24,2023-11-07,AM010,4.565451691448705,-17,48,Low,Net 30,New York,15882.79173005833,164.60947908944578
CUST0056,Client_Corp_0056,Government,Enterprise,885.0000947537497,28695,2018,4984.195106844507,36,2023-12-24,AM013,3.1255601257347885,-69,41,Low,Net 60,Berlin,30841.6133386914,138.44986407901408
CUST0057,Client_Corp_0057,Manufacturing,Medium,3358.4673714395867,56016,1976,1010.5241647291707,12,2023-06-28,AM002,4.721305861572243,60,21,Low,Net 30,New York,59955.501489567025,84.21034706076422
CUST0058,Client_Corp_0058,Healthcare,Small,2606.4752879140824,17462,1977,56.00941917793393,24,2023-12-23,AM015,4.75630666530092,-87,26,Low,Net 60,London,149265.56453522405,2.33372579908058
CUST0059,Client_Corp_0059,Technology,Small,1322.3948962620495,85523,1981,2311.1937772348856,12,2023-09-08,AM019,4.868614137979877,33,6,Low,Immediate,London,15462.447485027998,192.59948143624047
CUST0060,Client_Corp_0060,Healthcare,Small,6760.349770880788,10038,2008,2148.9773987128983,12,2023-06-02,AM015,3.7243115435477003,36,44,Low,Net 60,Singapore,673475.7691652508,179.08144989274152
CUST0061,Client_Corp_0061,Healthcare,Medium,8394.841387381357,95108,2001,2971.4908370782646,24,2023-12-09,AM010,4.9795065769558065,-98,40,Low,Net 45,Tokyo,88266.40647875423,123.81211821159435
CUST0062,Client_Corp_0062,Education,Medium,2933.8084157179387,66226,1991,1555.7327032888527,24,2023-03-22,AM014,4.386476569876356,86,30,Low,Net 30,New York,44299.94889798476,64.82219597036887
CUST0063,Client_Corp_0063,Healthcare,Large,6356.793357655613,37808,1976,3736.3847999018817,12,2023-01-18,AM014,3.3758470042700237,-26,33,Low,Immediate,London,168133.55262525426,311.3653999918235
CUST0064,Client_Corp_0064,Education,Medium,471.8100497725105,78126,1994,3828.7651006510773,12,2023-05-17,AM019,3.551939904816397,-10,8,Low,Net 60,Berlin,6039.091336719025,319.06375838758976
CUST0065,Client_Corp_0065,Healthcare,Large,9985.832088838448,1843,1991,3381.511343646847,12,2023-03-07,AM001,3.9666915216014367,30,46,Low,Net 30,Singapore,5418248.55607078,281.7926119705706
CUST0066,Client_Corp_0066,Technology,Medium,848.97028402373,97169,1998,3425.445090805012,6,2023-05-08,AM018,3.132536119208117,-68,7,Low,Net 45,Sydney,8737.048688611902,570.9075151341686
CUST0067,Client_Corp_0067,Finance,Large,2183.947915707428,68756,1986,4899.428709485256,12,2023-12-08,AM010,4.967941799146183,23,0,High,Net 30,Sydney,31763.74302908005,408.285725790438
CUST0068,Client_Corp_0068,Healthcare,Medium,3792.354103490164,88428,2018,3541.232698189072,6,2023-05-09,AM017,4.336160777432128,98,11,Medium,Net 45,Tokyo,42886.349385829875,590.2054496981787
CUST0069,Client_Corp_0069,Manufacturing,Medium,8335.066363634274,51028,1992,264.15143092200697,24,2023-06-13,AM007,3.576876241963026,-21,48,Medium,Net 60,San Francisco,163342.9952895327,11.00630962175029
CUST0070,Client_Corp_0070,Finance,Medium,3775.0754680110326,9142,2014,2947.392133468433,12,2023-01-04,AM006,3.1991705790504064,-63,22,Low,Net 30,London,412937.59221297665,245.6160111223694
CUST0071,Client_Corp_0071,Retail,Small,2853.0169148624236,97821,1975,2832.494224171349,36,2023-03-21,AM016,3.169857268234053,76,17,High,Net 45,London,29165.689523337765,78.6803951158708
CUST0072,Client_Corp_0072,Technology,Enterprise,7332.889983067676,72174,1984,2782.4992842348865,24,2023-07-06,AM005,3.3306854209439427,96,31,Low,Net 60,Tokyo,101600.16048809372,115.9374701764536
CUST0073,Client_Corp_0073,Government,Enterprise,3120.239417870459,2165,1982,4597.3908760417735,12,2023-10-07,AM007,3.0774582149471037,-19,47,Low,Immediate,Sydney,1441219.1306561013,383.1159063368145
CUST0074,Client_Corp_0074,Finance,Medium,4222.817392153094,96084,2010,4691.40584870836,36,2023-05-12,AM018,3.9000614683638943,16,49,Medium,Net 60,Tokyo,43949.22559586502,130.3168291307878
CUST0075,Client_Corp_0075,Finance,Enterprise,8353.08724539852,45080,1992,649.1117455017447,24,2023-01-20,AM016,3.012802809602417,59,46,Low,Immediate,Tokyo,185294.74812330346,27.046322729239364
CUST0076,Client_Corp_0076,Education,Medium,3069.7921961893585,61639,1979,4103.317831954386,36,2023-12-14,AM019,3.757023931566539,66,42,Low,Net 45,Sydney,49802.757932305176,113.98105088762183
CUST0077,Client_Corp_0077,Retail,Medium,8433.264164461847,70795,1984,1049.4569564247768,36,2023-10-15,AM005,4.974210632380211,-78,32,Low,Net 30,Berlin,119122.31322073378,29.151582122910465
CUST0078,Client_Corp_0078,Technology,Enterprise,603.0340733846259,40931,1995,4124.422142292307,6,2023-10-28,AM015,4.37954739117143,0,38,Low,Net 45,Sydney,14732.942595700713,687.4036903820512
CUST0079,Client_Corp_0079,Technology,Medium,3995.054235102915,44835,1996,1142.7460798524403,6,2023-09-03,AM009,3.798095371709829,-2,2,Low,Net 30,Singapore,89105.70391664804,190.4576799754067
CUST0080,Client_Corp_0080,Finance,Small,4121.037966262041,36816,1996,1105.436121213342,12,2023-08-10,AM017,4.519065445930365,60,46,Low,Net 30,London,111936.0594921241,92.1196767677785
CUST0081,Client_Corp_0081,Healthcare,Medium,7834.097428185666,52446,2009,262.29538649253254,24,2023-08-05,AM013,3.5310204183749843,55,15,High,Net 30,Berlin,149374.54578396192,10.928974437188856
CUST0082,Client_Corp_0082,Government,Large,2485.332089702209,84885,1983,508.9470691143294,24,2023-02-28,AM002,3.722932057317446,55,4,High,Net 45,San Francisco,29278.81356779418,21.206127879763724
CUST0083,Client_Corp_0083,Healthcare,Medium,7680.242445581959,33717,1974,1981.1243781858043,36,2023-04-13,AM001,3.493538746652238,-38,16,Low,Net 45,San Francisco,227785.4626918753,55.031232727383454
CUST0084,Client_Corp_0084,Government,Enterprise,6889.85551963783,57893,1973,922.6266340018221,36,2023-09-08,AM020,4.990836939376453,62,16,Low,Net 60,Tokyo,119010.1656441682,25.628517611161726
CUST0085,Client_Corp_0085,Healthcare,Enterprise,9250.279299973736,60933,2013,678.5214226064081,24,2023-04-26,AM013,3.981003237046605,-13,30,Medium,Immediate,Sydney,151810.6658128393,28.27172594193367
CUST0086,Client_Corp_0086,Finance,Large,6611.736074118578,22223,2013,2805.365181661083,36,2023-02-19,AM010,4.805066263264587,64,40,Low,Net 60,New York,297517.7102154785,77.92681060169676
CUST0087,Client_Corp_0087,Retail,Enterprise,983.2330822672934,2877,2006,4408.931505384959,36,2023-03-08,AM003,4.389654177292311,86,4,Low,Immediate,Berlin,341756.3720080964,122.47031959402663
CUST0088,Client_Corp_0088,Manufacturing,Small,5002.62059844457,76604,2017,2029.0631371367722,12,2023-09-24,AM009,4.372737900326086,4,7,Low,Immediate,London,65304.95272367722,169.08859476139767
CUST0089,Client_Corp_0089,Manufacturing,Small,1159.132281401766,64818,2019,4244.262585107634,36,2023-11-18,AM018,4.408888331404402,6,10,Medium,Net 30,Tokyo,17882.876383130704,117.8961829196565
CUST0090,Client_Corp_0090,Manufacturing,Large,2571.9574379024675,82051,1978,1097.6156072595002,6,2023-11-20,AM010,4.098850000146628,90,40,Low,Net 30,Singapore,31345.839025757978,182.93593454325003
CUST0091,Client_Corp_0091,Healthcare,Small,5260.993036504394,89347,2011,570.8398803467395,6,2023-05-07,AM017,4.610742428399784,19,38,Low,Net 30,New York,58882.70492019199,95.13998005778991
CUST0092,Client_Corp_0092,Technology,Medium,1051.2407041922531,59904,2012,1958.678741975735,12,2023-02-19,AM009,3.7816215849464427,50,16,High,Immediate,London,17548.756413465762,163.2232284979779
CUST0093,Client_Corp_0093,Finance,Small,1451.9360900407326,54963,2019,4954.663467674725,36,2023-02-23,AM004,4.26221895091889,100,10,Medium,Net 45,Berlin,26416.609174185043,137.62954076874237
CUST0094,Client_Corp_0094,Government,Large,1347.8754829063969,88184,2005,3064.4384397387507,24,2023-04-14,AM005,4.567182472755361,44,33,Low,Net 45,San Francisco,15284.807707819977,127.68493498911461
CUST0095,Client_Corp_0095,Finance,Large,950.3217053165056,92581,1998,4354.311985710257,36,2023-10-22,AM003,3.6571054571174737,7,21,Low,Net 45,Singapore,10264.759565315837,120.95311071417382
CUST0096,Client_Corp_0096,Manufacturing,Small,5676.651743466295,84193,2007,2859.9303822813854,6,2023-12-25,AM016,4.603341399681355,81,12,Medium,Net 60,Berlin,67424.27213029936,476.65506371356423
CUST0097,Client_Corp_0097,Retail,Enterprise,4715.4160564327285,26157,1999,1991.137371753463,6,2023-09-10,AM010,3.4018324261649138,19,48,High,Immediate,San Francisco,180273.5809317861,331.85622862557716
CUST0098,Client_Corp_0098,Manufacturing,Large,1210.5352216117947,76727,1984,2682.66053015443,24,2023-07-03,AM003,3.197617323359236,-6,1,Low,Net 45,Singapore,15777.173897217339,111.77752208976791
CUST0099,Client_Corp_0099,Healthcare,Medium,1757.2610512931212,74478,1995,2643.4229692074227,24,2023-04-07,AM015,4.779345749356505,-3,25,Low,Immediate,London,23594.364124884145,110.14262371697595
CUST0100,Client_Corp_0100,Technology,Small,2438.039741769967,768,2012,3034.627448719921,12,2023-10-22,AM017,3.69084909571104,-79,39,Low,Net 60,London,3174530.913762978,252.8856207266601
CUST0101,Client_Corp_0101,Education,Enterprise,1277.52054263916,64029,1992,3817.8933027159837,24,2023-03-10,AM008,4.58315099858053,30,11,Low,Net 30,New York,19952.21763012323,159.078887613166
CUST0102,Client_Corp_0102,Retail,Enterprise,5750.020027956624,58545,1990,1674.2033044797822,36,2023-10-03,AM018,4.694140059411042,59,32,Medium,Net 30,Sydney,98215.39034856306,46.505647346660616
CUST0103,Client_Corp_0103,Finance,Medium,871.4951517732068,86495,1975,3449.4571052883566,12,2023-08-22,AM014,4.844072339268861,44,28,Low,Net 60,Tokyo,10075.670868526584,287.4547587740297
CUST0104,Client_Corp_0104,Technology,Medium,8369.571196098332,16538,1981,3014.310241444198,24,2023-10-05,AM019,4.043992363060827,-51,25,Low,Net 60,Sydney,506081.2187748417,125.59626006017491
CUST0105,Client_Corp_0105,Retail,Medium,4075.8346447118824,24337,1982,3730.9793338681516,12,2023-11-17,AM009,3.161841575087152,-11,48,Low,Net 45,Tokyo,167474.8179607956,310.9149444890126
CUST0106,Client_Corp_0106,Education,Medium,3630.260082177558,81108,1973,2243.3325618889367,6,2023-11-16,AM002,4.0223018214993,-44,24,Medium,Immediate,New York,44758.3479086842,373.8887603148228
CUST0107,Client_Corp_0107,Technology,Large,7711.805602668211,61303,2006,3171.714061086976,36,2023-10-02,AM009,4.212201611538336,57,38,Low,Immediate,Sydney,125798.17631548556,88.10316836352712
CUST0108,Client_Corp_0108,Technology,Enterprise,5929.924584615441,46344,1994,4104.960924478964,36,2023-07-15,AM015,3.6722546123271966,25,24,Low,Net 30,Tokyo,127954.52668339894,114.0266923466379
CUST0109,Client_Corp_0109,Technology,Enterprise,7824.055184299243,16671,2005,1639.8347866063637,6,2023-03-16,AM003,3.5740723859314714,-40,10,High,Immediate,New York,469321.2875231985,273.30579776772726
CUST0110,Client_Corp_0110,Manufacturing,Large,2186.197007445901,49080,1992,2090.30441778174,6,2023-08-24,AM005,3.0468581080506087,65,5,Low,Net 45,Tokyo,44543.54130900369,348.38406963029
CUST0111,Client_Corp_0111,Retail,Large,6741.527151656175,49673,1981,2310.4152513716317,36,2023-02-26,AM011,4.558823928520886,-18,3,Low,Net 45,Sydney,135718.1396665427,64.17820142698977
CUST0112,Client_Corp_0112,Finance,Enterprise,7254.798345044846,50546,2005,3097.231095104062,6,2023-09-23,AM017,4.741327765760804,-93,20,Medium,Immediate,San Francisco,143528.6342152662,516.2051825173437
CUST0113,Client_Corp_0113,Technology,Small,8720.539000374945,83554,1976,819.8700969094539,36,2023-11-26,AM004,4.643880311906123,-84,12,Medium,Net 45,New York,104370.09599031697,22.77416935859594
CUST0114,Client_Corp_0114,Manufacturing,Medium,7366.7659681201085,43052,1996,175.2855257397066,36,2023-08-05,AM006,4.222303817709204,-55,45,Low,Net 30,Sydney,171113.21118926202,4.869042381658517
CUST0115,Client_Corp_0115,Government,Small,2441.8504160736957,96,2009,309.77226396453966,6,2023-10-20,AM009,3.9217901996883873,-46,44,Low,Net 60,Singapore,25435941.834100995,51.62871066075661
CUST0116,Client_Corp_0116,Technology,Small,6037.001190388013,27632,1979,3485.201321444244,36,2023-08-07,AM005,4.463214137802624,-41,6,Low,Net 60,Berlin,218478.6186446154,96.81114781789567
CUST0117,Client_Corp_0117,Finance,Large,5110.429786237369,51583,1988,3075.1071817120205,24,2023-01-21,AM005,3.9001771884010483,-39,40,High,Net 60,London,99071.97693498572,128.1294659046675
CUST0118,Client_Corp_0118,Education,Large,1420.1945500838542,46082,1995,4236.666777112801,36,2023-10-01,AM005,4.408348924810019,-54,35,Low,Net 60,San Francisco,30818.856605265704,117.68518825313338
CUST0119,Client_Corp_0119,Education,Enterprise,3137.852820100799,86617,1978,4231.461187515231,12,2023-04-14,AM007,3.3441685772180128,-20,45,Low,Net 30,Tokyo,36226.75479525727,352.6217656262693
CUST0120,Client_Corp_0120,Technology,Small,1810.0979339275655,21223,1982,1231.8831068147076,36,2023-02-23,AM006,4.334133002754362,-85,12,Low,Net 45,San Francisco,85289.44701161784,34.21897518929743
CUST0121,Client_Corp_0121,Manufacturing,Medium,4260.564241228932,57788,1987,798.2823381133261,36,2023-08-27,AM012,3.4136689232056368,88,34,Low,Net 60,Singapore,73727.49084981193,22.174509392036835
CUST0122,Client_Corp_0122,Healthcare,Large,1528.180624090208,8836,1990,1310.3360655719814,6,2023-02-25,AM001,3.2237340733129236,40,16,Low,Net 45,London,172949.36895543322,218.3893442619969
CUST0123,Client_Corp_0123,Technology,Large,6103.449361665923,79513,2003,2395.3798861570212,12,2023-11-10,AM004,4.626991718378217,76,22,Low,Immediate,Berlin,76760.39593105433,199.6149905130851
CUST0124,Client_Corp_0124,Retail,Small,3189.4794638048893,64155,1975,2382.1188778063197,24,2023-10-12,AM006,4.9990956071123085,68,5,Low,Immediate,Tokyo,49715.21259145646,99.25495324192998
CUST0125,Client_Corp_0125,Retail,Large,1792.9732211893022,18981,1976,2988.367517249624,6,2023-01-20,AM019,4.122353381186336,-95,37,Medium,Net 45,San Francisco,94461.47311465688,498.06125287493734
CUST0126,Client_Corp_0126,Education,Medium,3832.1775728031303,1921,2002,4949.839267359318,6,2023-07-06,AM013,4.101440730551964,-91,5,High,Immediate,Tokyo,1994886.8156184957,824.973211226553
CUST0127,Client_Corp_0127,Government,Medium,8550.35742056888,64264,2006,3419.407985466604,6,2023-01-14,AM017,3.659237341726833,-30,41,High,Immediate,Sydney,133050.50137820365,569.9013309111007
CUST0128,Client_Corp_0128,Education,Large,8408.689469847859,77863,1991,4968.278234408274,36,2023-03-08,AM008,4.404753577777013,-1,32,Low,Net 30,Sydney,107993.39185297073,138.00772873356317
CUST0129,Client_Corp_0129,Retail,Small,358.8180871135817,98132,2015,2448.632030592633,24,2023-05-11,AM019,4.862320730004814,-11,18,Low,Immediate,Singapore,3656.483992108402,102.02633460802637
CUST0130,Client_Corp_0130,Government,Large,2726.8609971395185,67604,2000,4228.718723170921,6,2023-08-08,AM010,4.638405279345115,1,44,Medium,Net 45,London,40335.79369770308,704.7864538618202
CUST0131,Client_Corp_0131,Healthcare,Medium,6795.466332514213,11478,2008,3102.586172383732,36,2023-04-14,AM004,3.223705553768892,-72,23,Low,Net 45,New York,592042.7193338746,86.18294923288144
CUST0132,Client_Corp_0132,Healthcare,Large,1162.456735568719,48878,2010,2899.526819760813,24,2023-09-10,AM003,4.19331099590784,71,5,Medium,Net 60,London,23782.82121954088,120.81361749003388
CUST0133,Client_Corp_0133,Government,Medium,7735.436415854571,73564,1999,1538.8427086006352,36,2023-02-14,AM009,4.030913403843564,-11,28,High,Net 60,Singapore,105152.47153301304,42.74563079446209
CUST0134,Client_Corp_0134,Manufacturing,Medium,6332.254207433474,96454,2014,4815.112541418792,36,2023-05-28,AM012,4.995973041701214,30,27,Low,Net 30,Berlin,65650.50912801412,133.753126150522
